Title,URL,Keywords,Category
"Europe: Failures to guarantee safe access to abortion endangers health of women, girls amid COVID-19",https://www.allsides.com/news/2020-08-12-2318/europe-failures-guarantee-safe-access-abortion-endangers-health-women-girls,"['guarantee', 'europe', 'reproductive', 'family', 'failures', 'covid19', 'amid', 'women', 'girls', 'access', 'endangers', 'rights', 'abortion', 'care', 'planning', 'health', 'safe', 'center']",abortion
Rhetoric vs. Reality: How Abortion Bans Hurt Women,https://www.allsides.com/news/2020-08-12-2316/rhetoric-vs-reality-how-abortion-bans-hurt-women,"['20week', 'ban', 'hurt', 'bans', 'weeks', 'antichoice', 'women', '20', 'reality', 'abortion', 'abortions', 'health', 'vs', 'rhetoric']",abortion
The Racist History of Abortion and Midwifery Bans,https://www.allsides.com/news/2020-08-12-2315/racist-history-abortion-and-midwifery-bans,"['medical', 'racist', 'reproductive', 'states', 'bans', 'womens', 'midwifery', 'women', 'white', 'abortion', 'slavery', 'history', 'health', 'black']",abortion
Three-in-ten or more Democrats and Republicans don’t agree with their party on abortion,https://www.allsides.com/news/2020-06-29-1251/three-ten-or-more-democrats-and-republicans-don-t-agree-their-party-abortion,"['say', 'party', 'democrats', 'identify', 'likely', 'threeinten', 'survey', 'republicans', 'abortion', 'dont', 'cases', 'agree']",abortion
Top Arguments For and Against,https://www.allsides.com/news/2020-04-27-0911/should-abortion-be-legal,"['pregnancies', 'arguments', 'ectopic', 'miscarriages', 'treatment', 'bans', 'used', 'abortion', 'healthcare', 'abortions', 'nonviable']",abortion
What's going on in the fight over US abortion rights?,https://www.allsides.com/news/2020-03-17-1710/whats-going-fight-over-us-abortion-rights,"['fight', 'rights', 'abortion', 'whats', 'going']",abortion
Abortion in American History,https://www.allsides.com/news/2020-03-17-1707/abortion-american-history,"['medical', 'reagan', 'legal', 'state', 'american', 'pregnancy', 'women', 'abortion', 'abortions', 'history', 'illegal', 'doctors']",abortion
Wikipedia,https://www.allsides.com/news/2020-03-17-1644/abortion,"['medical', 'legal', 'pregnancy', 'wikipedia', 'weeks', 'women', 'abortion', 'abortions', 'health', 'induced', 'performed']",abortion
Abortion & Roe v. Wade: New Pew Survey and the Failures of Public-Opinion Polling,https://www.allsides.com/news/2019-09-05-0614/do-americans-really-support-roe-v-wade,"['wade', 'roe', 'v', 'polling', 'pew', 'failures', 'publicopinion', 'survey', 'abortion']",abortion
Top Arguments For and Against,https://www.allsides.com/news/2015-10-07-1443/should-abortion-be-legal,"['pregnancies', 'arguments', 'ectopic', 'miscarriages', 'treatment', 'bans', 'used', 'abortion', 'healthcare', 'abortions', 'nonviable']",abortion
Should Planned Parenthood Be Defunded?,https://www.allsides.com/news/2020-08-12-2330/should-planned-parenthood-be-defunded,"['planned', 'defunded', 'funded', 'parenthood', 'abortions', 'supports']",abortion
Should abortion of disabled fetuses be allowed for the reason…,https://www.allsides.com/news/2020-08-12-2329/should-abortion-disabled-fetuses-be-allowed-reason-fetus-disabled,"['allowed', 'fetuses', 'fetus', 'disabled', 'known', 'convenience', 'abortion', 'reason']",abortion
Should Protesting in Front of Abortion Clinics Be Prohibited?,https://www.allsides.com/news/2020-08-12-2328/should-protesting-front-abortion-clinics-be-prohibited,"['taking', 'clinics', 'situations', 'similar', 'zones', 'protests', 'protesting', 'severity', 'used', 'reasons', 'abortion', 'regardless', 'prohibited', 'ruling']",abortion
Should conscientious objection to abortion be banned?,https://www.allsides.com/news/2020-03-13-1021/should-conscientious-objection-abortion-be-banned,"['specialise', 'perform', 'medicine', 'objection', 'particular', 'banned', 'performing', 'abortion', 'forced', 'abortions', 'choose', 'element', 'procedure', 'conscientious']",abortion
AllSides Balanced News Feed,https://www.allsides.com/news/rss,"['balanced', 'feed', 'allsides']",defense-and-security
The Jerusalem U.S.-Israel Strategic Partnership Joint Declaration,https://www.allsides.com/news/2022-07-14-0832/jerusalem-us-israel-strategic-partnership-joint-declaration,"['countries', 'usisrael', 'states', 'israels', 'united', 'partnership', 'declaration', 'security', 'strategic', 'israel', 'regional', 'joint', 'commitment', 'jerusalem']",defense-and-security
The Defense Budget We Need,https://www.allsides.com/news/2022-03-21-1329/defense-budget-we-need,"['defense', 'need', 'budget']",defense-and-security
Historical Trends: Military and National Defense,https://www.allsides.com/news/2022-03-21-1326/historical-trends-military-and-national-defense,"['national', 'defense', 'iran', 'trends', 'officials', 'analysisus', 'really', 'does', 'talking', 'mean', 'deterring', 'historical', 'military']",defense-and-security
Cyberterrorism Tops List of 11 Potential Threats to U.S.,https://www.allsides.com/news/2021-03-24-1012/cyberterrorism-tops-list-11-potential-threats-us,"['russias', 'vital', 'respectively', '11', 'critical', 'weapons', 'threat', 'list', 'say', 'cyberterrorism', 'tops', 'potential', 'respond', 'threats']",defense-and-security
Getting to Less,https://www.allsides.com/news/2022-03-21-1332/getting-less,"['costs', 'defense', 'need', 'states', 'spending', 'getting', 'united', 'budget', 'strategy', 'savings', 'military']",defense-and-security
United States Department of Defense,https://www.allsides.com/news/2020-04-13-1756/united-states-department-defense,"['national', 'defense', 'intelligence', 'states', 'president', 'united', 'staff', 'budget', 'department', 'departments', 'secretary', 'military']",defense-and-security
National security,https://www.allsides.com/news/2020-04-13-1754/national-security,"['economic', 'national', 'states', 'state', 'united', 'security', 'defence', 'nation', 'edit', 'military']",defense-and-security
United States Armed Forces,https://www.allsides.com/news/2020-04-10-1638/united-states-armed-forces,"['marine', 'states', 'forces', 'force', 'armed', 'army', 'united', 'space', 'combat', 'operations', 'air', 'military']",defense-and-security
Nuclear weapon,https://www.allsides.com/news/2020-04-10-1629/nuclear-weapon,"['weapons', 'states', 'war', 'fission', 'nuclear', 'united', 'fusion', 'energy', 'bomb', 'weapon']",defense-and-security
National Security Agency,https://www.allsides.com/news/2020-04-10-1628/national-security-agency,"['national', 'intelligence', 'surveillance', 'nsas', 'united', 'data', 'security', 'nsa', 'agency', 'edit']",defense-and-security
United States Department of Homeland Security,https://www.allsides.com/news/2020-04-10-1618/united-states-department-homeland-security,"['customs', 'national', 'states', 'federal', 'united', 'security', 'homeland', 'department', 'dhs', 'agency', 'edit']",defense-and-security
Federal Bureau of Investigation,https://www.allsides.com/news/2020-04-10-1614/federal-bureau-investigation,"['intelligence', 'states', 'law', 'united', 'bureau', 'investigation', 'agents', 'crime', 'fbi', 'enforcement', 'director', 'federal']",defense-and-security
Drug Enforcement Administration,https://www.allsides.com/news/2020-03-22-2004/drug-enforcement-administration,"['drugs', 'drug', 'office', 'dea', 'federal', 'united', 'administration', 'special', 'agents', 'enforcement', 'edit']",defense-and-security
History of the Central Intelligence Agency,https://www.allsides.com/news/2020-03-22-1829/history-central-intelligence-agency,"['national', 'intelligence', 'war', 'president', 'cias', 'cia', 'central', 'later', 'history', 'agency', 'edit', 'military']",defense-and-security
Growing Partisan Differences in Views of the FBI,https://www.allsides.com/news/2019-12-12-0724/growing-partisan-differences-views-fbi,"['view', 'share', 'public', 'partisan', 'growing', 'unfavorably', 'survey', 'republicans', 'fbi', 'past', 'views', 'polarized', 'differences']",defense-and-security
404 Not Found,https://www.allsides.com/news/2016-10-04-1710/should-united-states-allow-syrian-refugees-country,"['404', 'try', 'trouble', 'search', 'proconorg', 'right', 'proper', 'youre', 'using', 'spelling', 'url']",defense-and-security
"Nuclear threat: ubiquitous in 1960s, absent from 2016 race",https://www.allsides.com/news/2016-05-13-1501/nuclear-threat-ubiquitous-1960s-absent-2016-race,"['threat', 'states', 'race', '2016', '1960s', 'nuclear', 'war', 'world', 'united', 'president', 'response', 'missiles', 'ubiquitous', 'soviet', 'vote', 'absent']",defense-and-security
Status of World Nuclear Forces,https://www.allsides.com/news/2016-05-24-1356/status-world-nuclear-forces,"['weapons', 'states', 'forces', 'nuclear', 'united', 'deployed', 'status', 'stockpiles', 'stockpile', 'military', 'world', 'warheads']",defense-and-security
#RefugeesWelcome? Understanding U.S. politics and policy on Syrian refugees,https://www.allsides.com/news/2016-10-01-0825/refugeeswelcome-understanding-us-politics-and-policy-syrian-refugees,"['syrian', 'resettlement', 'refugeeswelcome', 'states', 'threat', 'possible', 'united', 'scholars', 'refugees', 'understanding', 'policy', 'refugee', 'terrorism', 'politics']",defense-and-security
Syrian Refugees After Paris,https://www.allsides.com/news/2016-10-01-0818/syrian-refugees-after-paris,"['mass', 'syrian', 'yes', 'muslim', 'right', 'refugees', 'ways', 'paris', 'question', 'policy', 'refugee', 'problem']",defense-and-security
,https://www.allsides.com/news/2016-10-01-0804/syrian-refugees-don%E2%80%99t-pose-serious-security-threat,[],defense-and-security
Do Syrian refugees pose a terrorism threat?,https://www.allsides.com/news/2016-10-01-0821/do-syrian-refugees-pose-terrorism-threat,"['pose', 'syrian', 'threat', 'europe', 'state', 'syria', 'iraq', 'refugees', 'wrong', 'terrorist', 'islamic', 'refugee', 'terrorism']",defense-and-security
US-Iraq ProCon.org,https://www.allsides.com/news/2015-08-20-0833/should-us-have-attacked-iraq,"['dec', 'websites', 'war', 'iraq', 'site', 'website', 'archived', 'wwwproconorg', '31', '2011', 'usiraq', 'proconorg']",defense-and-security
Drone Strikes Abroad,https://www.allsides.com/news/2015-08-20-0829/should-united-states-continue-its-use-drone-strikes-abroad,"['troops', 'drone', 'states', 'armed', 'risks', 'united', 'terrorists', 'strikes', 'drones', 'abroad', 'selfdefense', 'university']",defense-and-security
Do US military bases around the world make the US less secure?,https://www.allsides.com/news/2020-05-28-1253/do-us-military-bases-around-world-make-us-less-secure,"['bases', 'secure', 'open', 'resources', 'protect', 'petroleum', 'lose', 'required', 'sea', 'leader', 'lanes', 'world', 'military']",defense-and-security
Did the US have to use nuclear weapons to achieve Japan's…,https://www.allsides.com/news/2020-05-20-1900/did-us-have-use-nuclear-weapons-achieve-japans-unconditional-surrender,"['lives', 'weapons', 'necessary', 'nuclear', 'human', 'lost', 'japans', 'stuck', 'strategies', 'limit', 'achieve', 'military']",defense-and-security
AllSides Balanced News Feed,https://www.allsides.com/news/rss,"['balanced', 'feed', 'allsides']",economy-and-jobs
Americans Lack Confidence in Major Economic Leaders,https://www.allsides.com/news/2023-05-10-0614/economy-and-jobs-americans-lack-confidence-major-economic-leaders,"['economic', 'great', 'major', 'americans', 'threat', 'treasury', 'confidence', 'lack', 'yellen', 'leaders', 'deal', 'variety']",economy-and-jobs
Biden's Proposed Budget and American Public Opinion,https://www.allsides.com/news/2022-04-22-0715/bidens-proposed-budget-and-american-public-opinion,"['proposed', 'bidens', 'statement', 'american', 'virtues', 'public', 'opinion', 'spending', 'budget', '2023', 'usual', 'trillionas', 'total', 'document']",economy-and-jobs
Young women are out-earning young men in several U.S. cities,https://www.allsides.com/news/2022-04-02-1201/young-women-are-out-earning-young-men-several-us-cities,"['workers', 'cities', 'gap', 'young', 'younger', 'womens', 'york', 'earn', 'yearround', 'women', 'areas', 'washington', 'outearning', 'men']",economy-and-jobs
"Majority of workers who quit a job in 2021 cite low pay, no opportunities for advancement, feeling disrespected",https://www.allsides.com/news/2022-03-22-0846/majority-workers-who-quit-job-2021-cite-low-pay-no-opportunities-advancement,"['widespread', 'reached', 'resignation', 'whats', 'way', 'disrespected', 'labor', 'workers', 'unprecedented', 'pay', 'set', 'pandemic', 'quit', 'feeling', 'majority', 'cite', 'job', 'opportunities', 'tight', 'low']",economy-and-jobs
10 Ways Biden’s “Build Back Better” Bill Would Kill Economic Opportunity,https://www.allsides.com/news/2022-01-18-1408/10-ways-biden-s-build-back-better-bill-would-kill-economic-opportunity,"['economic', 'business', 'bidens', 'funds', 'build', 'bill', 'billion', 'taxpayer', 'small', 'better', 'ways', 'opportunity', 'work', 'irs', 'kill', 'tax']",economy-and-jobs
More worker power is the only sure path to safe work and pandemic recovery,https://www.allsides.com/news/2022-01-18-1406/more-worker-power-only-sure-path-safe-work-and-pandemic-recovery,"['health', 'workers', 'safe', 'states', 'employers', 'safety', 'covid19', 'work', 'sure', 'path', 'workplace', 'worker', 'pandemic', 'recovery', 'power']",economy-and-jobs
"Many U.S. workers are seeing bigger paychecks in pandemic era, but gains aren’t spread evenly",https://www.allsides.com/news/2021-12-30-1016/many-us-workers-are-seeing-bigger-paychecks-pandemic-era-gains-aren-t-spread,"['wage', 'sectors', 'evenly', 'arent', 'shed', 'workers', 'single', 'seeing', 'jobs', 'scrambling', 'pandemic', 'paychecks', 'era', 'bigger', 'employers', 'service', 'gains', 'thats', 'spread']",economy-and-jobs
Remote Work Persisting and Trending Permanent,https://www.allsides.com/news/2021-11-02-1036/remote-work-persisting-and-trending-permanent,"['workers', 'exclusively', 'hybrid', 'remotely', 'permanent', 'trending', 'working', 'onsite', 'persisting', 'remote', 'fully', 'work', 'employees']",economy-and-jobs
5 Steps to Whip Inflation and Stay on Budget,https://www.allsides.com/news/2021-08-24-0555/5-ways-whip-inflation-now,"['seguro', 'insurance', 'benefits', 'whip', 'rates', 'inflation', 'budget', 'steps', 'dental', 'energy', 'aarp', 'stay', 'plan', 'u0026', 'delta']",economy-and-jobs
"During the pandemic, teen summer employment hit its lowest point since the Great Recession",https://www.allsides.com/news/2021-06-07-1545/during-pandemic-teen-summer-employment-hit-its-lowest-point-great-recession,"['great', 'employment', 'lowest', 'summer', 'tourist', 'states', 'point', 'united', 'teen', 'recession', 'worth', 'teens', 'pandemic', 'centers', 'hit']",economy-and-jobs
U.S. Economic Confidence Positive for First Time in Pandemic,https://www.allsides.com/news/2021-04-26-0856/us-economic-confidence-positive-first-time-pandemic,"['economic', 'positive', 'thenpresident', 'early', 'trump', 'amid', 'territory', 'confidence', 'rising', 'index', 'pandemic', 'infections']",economy-and-jobs
"STEM Jobs See Uneven Progress in Increasing Gender, Racial and Ethnic Diversity",https://www.allsides.com/news/2021-04-03-2306/stem-jobs-see-uneven-progress-increasing-gender-racial-and-ethnic-diversity,"['gender', 'racial', 'workers', 'uneven', 'underrepresented', 'ethnic', 'yearsthe', 'progress', 'jobs', 'women', 'stem', 'workforce', 'engineering', 'computing', 'diversity', 'remain', 'increasing']",economy-and-jobs
Broad Public Support for Coronavirus Aid Package; Just a Third Say It Spends Too Much,https://www.allsides.com/news/2021-03-09-1629/broad-public-support-coronavirus-aid-package-just-third-say-it-spends-too-much,"['package', 'say', 'support', 'bill', 'state', 'public', 'spending', 'spends', 'coronavirus', 'broad', 'threeinten', 'sizable', 'votes', 'favor', 'trillion', 'aid', 'legislation']",economy-and-jobs
"A Year Into the Pandemic, Long-Term Financial Impact Weighs Heavily on Many Americans",https://www.allsides.com/news/2021-03-08-1942/year-pandemic-long-term-financial-impact-weighs-heavily-many-americans,"['longterm', 'say', 'americans', 'think', 'heavily', 'financial', 'impact', 'coronavirus', 'somewhat', 'worse', 'survey', 'signs', 'weighs', 'pandemic', 'situation']",economy-and-jobs
AP-NORC/SAP poll: 1 in 4 US workers have weighed quitting,https://www.allsides.com/news/2020-10-19-1237/ap-norcsap-poll-1-4-us-workers-have-weighed-quitting,"['workers', 'quitting', 'weighed', 'say', 'weigh', 'thina', 'apnorcsap', 'jobs', 'taken', 'working', 'poll', 'pandemic', 'work', 'worries']",economy-and-jobs
AllSides,https://www.allsides.com/news/2020-08-12-0509/unions,"['labor', 'allsides', 'workers', 'unions', 'trade', 'synonym', 'organization', 'used', 'signify', 'union', 'sense']",economy-and-jobs
"Labor Union Approval Best Since 2003, at 61%",https://www.allsides.com/news/2020-08-12-0507/labor-union-approval-best-2003-61,"['labor', 'unions', 'approval', 'percentage', 'support', 'say', 'trend', 'best', 'survey', '61', 'union', '2003', 'points']",economy-and-jobs
Women Could Solve Manufacturing's Labor Crisis,https://www.allsides.com/news/2020-08-12-0506/women-could-solve-manufacturings-labor-crisis,"['labor', 'workers', 'crisis', 'today', 'theyd', 'women', 'worse', 'study', 'solve', 'start', 'stay', 'manufacturings', 'work', 'manufacturing']",economy-and-jobs
"Real Global Unemployment Is 33%, Not 6%",https://www.allsides.com/news/2020-08-12-0504/real-global-unemployment-33-not-6,"['unemployment', 'million', 'according', 'real', 'thats', 'worlds', 'united', 'wants', 'global', 'water', '33', 'undernourished', 'world']",economy-and-jobs
"Unemployment rate is higher than officially recorded, more so for women and certain other groups",https://www.allsides.com/news/2020-08-12-0503/unemployment-rate-higher-officially-recorded-more-so-women-and-certain-other,"['unemployment', 'workers', 'unemployed', 'stood', 'rate', 'statistics', 'bureau', 'women', 'recorded', 'status', 'unique', 'higher', 'groups', 'work', 'officially', 'certain']",economy-and-jobs
U.S. women near milestone in the college-educated labor force,https://www.allsides.com/news/2020-08-12-0457/us-women-near-milestone-college-educated-labor-force,"['labor', 'near', 'statisticswomen', 'million', 'research', 'force', 'collegeeducated', 'women', 'milestone', '2019', 'workforce']",economy-and-jobs
"Income, Wealth and Poverty",https://www.allsides.com/news/2020-08-12-0452/income-wealth-and-poverty,"['youll', 'standards', 'trends', 'wage', 'income', 'world', 'poverty', 'wealth', 'wages', 'correlates', 'wellbeing']",economy-and-jobs
Talking Down the Economy,https://www.allsides.com/news/2020-08-12-0450/talking-down-economy,"['significantly', 'sunk', 'underlying', 'recent', 'economy', 'surrounding', 'sheds', 'talking', 'singled', 'territory1', 'titans']",economy-and-jobs
U.S. Economic Assessments Best in Nearly Two Decades,https://www.allsides.com/news/2020-08-12-0435/us-economic-assessments-best-nearly-two-decades,"['economic', 'say', 'americans', 'conditions', 'trajectory', 'getting', 'assessments', 'best', 'index', '2000', 'upbeat', 'decades', 'worsethe', 'nearly']",economy-and-jobs
Americans Express Mix of Concern and Hope on the Economy,https://www.allsides.com/news/2020-08-12-0431/americans-express-mix-concern-and-hope-economy,"['economic', 'hope', 'americans', 'state', 'trend', 'think', 'economy', 'terms', 'mix', 'worsening', 'stock', 'concern', 'specific', 'express']",economy-and-jobs
"In Advanced and Emerging Economies Alike, Worries About Job Automation",https://www.allsides.com/news/2020-08-12-0429/advanced-and-emerging-economies-alike-worries-about-job-automation,"['emerging', 'workers', 'job', 'economies', 'systems', 'service', 'think', 'advanced', 'jobs', 'technologies', 'workplace', 'transforming', 'automation', 'alike', 'work', 'worries', 'showing']",economy-and-jobs
"New, emerging jobs and the green economy are boosting demand for analytical skills",https://www.allsides.com/news/2020-08-12-0427/new-emerging-jobs-and-green-economy-are-boosting-demand-analytical-skills,"['emerging', 'research', 'occupations', 'specialists', 'economy', 'green', 'demand', 'jobs', 'analytical', 'science', 'rising', 'represent', 'technologies', 'work', 'boosting', 'skills']",economy-and-jobs
"Most Americans Say the Current Economy Is Helping the Rich, Hurting the Poor and Middle Class",https://www.allsides.com/news/2020-08-12-0421/most-americans-say-current-economy-helping-rich-hurting-poor-and-middle-class,"['current', 'view', 'unemployment', 'say', 'middle', 'americans', 'upperincome', 'surveymajorities', 'economy', 'solid', 'spending', 'class', 'strong', 'hurting', 'helping', 'rich', 'stock', 'poor']",economy-and-jobs
Should the Federal Minimum Wage Be Increased?,https://www.allsides.com/news/2020-08-03-0532/ex-convicts-face-multiple-barriers-when-attempting-reenter-society-one-which,"['workers', 'million', 'wage', 'income', 'fulltime', 'minimum', 'increased', 'needs', 'basic', 'federal', 'families']",economy-and-jobs
Universal Basic Income Pros and Cons,https://www.allsides.com/news/2020-08-03-0518/universal-basic-income-top-3-pros-and-cons,"['universal', 'income', 'ubi', 'poverty', 'trial', 'united', 'basic', 'phd', 'health', 'work', 'pros', 'cons']",economy-and-jobs
Infrastructure & Trump's Presidency: A Conservative Approach,https://www.allsides.com/news/2020-08-03-0458/conservative-approach-infrastructure-investment,"['infrastructure', 'presidency', 'conservative', 'trumps', 'approach']",economy-and-jobs
Taxpayer’s Guide to the Stimulus: 8. Labor and Unemployment Assistance,https://www.allsides.com/news/2020-08-03-0433/taxpayer-s-guide-stimulus-8-labor-and-unemployment-assistance-0,"['unemployment', 'labor', 'million', 'programs', 'taxpayers', 'billion', 'states', 'guide', 'money', 'assistance', 'program', 'cost', 'health', 'federal', 'stimulus']",economy-and-jobs
